component_id,pairing_status,experiment_association,matched_run_id,primary_report_reference,link_status,oof_artifacts,test_artifacts,model_artifacts,notes
GAP-DIST-K5-G060-S42,oof_only,component_family:gap,GAP-DIST-K5-G060-S42,no,linked_to_run_metric_id,artifacts/oof_GAP-DIST-K5-G060-S42.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
GAP-DIST-K5-G060-S42-R100,oof_only,component_family:gap,GAP-DIST-K5-G060-S42-R100,no,linked_to_run_metric_id,artifacts/oof_GAP-DIST-K5-G060-S42-R100.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
GAP-DIST-K5-G060-S42-R150,oof_only,component_family:gap,GAP-DIST-K5-G060-S42-R150,no,linked_to_run_metric_id,artifacts/oof_GAP-DIST-K5-G060-S42-R150.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
GAP-DIST-K5-G060-S42-R200,oof_only,component_family:gap,GAP-DIST-K5-G060-S42-R200,no,linked_to_run_metric_id,artifacts/oof_GAP-DIST-K5-G060-S42-R200.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
GAP-DIST-K5-G060-S42-R50,oof_only,component_family:gap,GAP-DIST-K5-G060-S42-R50,no,linked_to_run_metric_id,artifacts/oof_GAP-DIST-K5-G060-S42-R50.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
GAP-DIST-K5-G120-S42,oof_only,component_family:gap,GAP-DIST-K5-G120-S42,no,linked_to_run_metric_id,artifacts/oof_GAP-DIST-K5-G120-S42.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
GAP-DIST-K5-G120-S42-R100,oof_only,component_family:gap,GAP-DIST-K5-G120-S42-R100,no,linked_to_run_metric_id,artifacts/oof_GAP-DIST-K5-G120-S42-R100.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
GAP-DIST-K5-G120-S42-R150,oof_only,component_family:gap,GAP-DIST-K5-G120-S42-R150,no,linked_to_run_metric_id,artifacts/oof_GAP-DIST-K5-G120-S42-R150.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
GAP-DIST-K5-G120-S42-R200,oof_only,component_family:gap,GAP-DIST-K5-G120-S42-R200,no,linked_to_run_metric_id,artifacts/oof_GAP-DIST-K5-G120-S42-R200.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
GAP-DIST-K5-G120-S42-R50,oof_only,component_family:gap,GAP-DIST-K5-G120-S42-R50,no,linked_to_run_metric_id,artifacts/oof_GAP-DIST-K5-G120-S42-R50.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
GAP-E02-K5-G030-S42,oof_only,component_family:gap,GAP-E02-K5-G030-S42,no,linked_to_run_metric_id,artifacts/oof_GAP-E02-K5-G030-S42.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
GAP-E02-K5-G030-S42-R100,oof_only,component_family:gap,GAP-E02-K5-G030-S42-R100,no,linked_to_run_metric_id,artifacts/oof_GAP-E02-K5-G030-S42-R100.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
GAP-E02-K5-G030-S42-R150,oof_only,component_family:gap,GAP-E02-K5-G030-S42-R150,no,linked_to_run_metric_id,artifacts/oof_GAP-E02-K5-G030-S42-R150.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
GAP-E02-K5-G030-S42-R200,oof_only,component_family:gap,GAP-E02-K5-G030-S42-R200,no,linked_to_run_metric_id,artifacts/oof_GAP-E02-K5-G030-S42-R200.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
GAP-E02-K5-G030-S42-R250,oof_only,component_family:gap,GAP-E02-K5-G030-S42-R250,no,linked_to_run_metric_id,artifacts/oof_GAP-E02-K5-G030-S42-R250.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
GAP-E02-K5-G030-S42-R300,oof_only,component_family:gap,GAP-E02-K5-G030-S42-R300,no,linked_to_run_metric_id,artifacts/oof_GAP-E02-K5-G030-S42-R300.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
GAP-E02-K5-G030-S42-R50,oof_only,component_family:gap,GAP-E02-K5-G030-S42-R50,no,linked_to_run_metric_id,artifacts/oof_GAP-E02-K5-G030-S42-R50.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
GAP-E02-K5-G030-S42-R75,oof_only,component_family:gap,GAP-E02-K5-G030-S42-R75,no,linked_to_run_metric_id,artifacts/oof_GAP-E02-K5-G030-S42-R75.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
GAP-E02-K5-G060-S42,oof_only,component_family:gap,GAP-E02-K5-G060-S42,no,linked_to_run_metric_id,artifacts/oof_GAP-E02-K5-G060-S42.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
GAP-E02-K5-G060-S42-R100,oof_only,component_family:gap,GAP-E02-K5-G060-S42-R100,no,linked_to_run_metric_id,artifacts/oof_GAP-E02-K5-G060-S42-R100.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
GAP-E02-K5-G060-S42-R150,oof_only,component_family:gap,GAP-E02-K5-G060-S42-R150,no,linked_to_run_metric_id,artifacts/oof_GAP-E02-K5-G060-S42-R150.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
GAP-E02-K5-G060-S42-R200,oof_only,component_family:gap,GAP-E02-K5-G060-S42-R200,no,linked_to_run_metric_id,artifacts/oof_GAP-E02-K5-G060-S42-R200.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
GAP-E02-K5-G060-S42-R250,oof_only,component_family:gap,GAP-E02-K5-G060-S42-R250,no,linked_to_run_metric_id,artifacts/oof_GAP-E02-K5-G060-S42-R250.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
GAP-E02-K5-G060-S42-R300,oof_only,component_family:gap,GAP-E02-K5-G060-S42-R300,no,linked_to_run_metric_id,artifacts/oof_GAP-E02-K5-G060-S42-R300.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
GAP-E02-K5-G060-S42-R50,oof_only,component_family:gap,GAP-E02-K5-G060-S42-R50,no,linked_to_run_metric_id,artifacts/oof_GAP-E02-K5-G060-S42-R50.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
GAP-E02-K5-G060-S42-R75,oof_only,component_family:gap,GAP-E02-K5-G060-S42-R75,no,linked_to_run_metric_id,artifacts/oof_GAP-E02-K5-G060-S42-R75.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
GAP-E02-K5-G090-S42,oof_only,component_family:gap,GAP-E02-K5-G090-S42,no,linked_to_run_metric_id,artifacts/oof_GAP-E02-K5-G090-S42.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
GAP-E02-K5-G090-S42-R100,oof_only,component_family:gap,GAP-E02-K5-G090-S42-R100,no,linked_to_run_metric_id,artifacts/oof_GAP-E02-K5-G090-S42-R100.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
GAP-E02-K5-G090-S42-R150,oof_only,component_family:gap,GAP-E02-K5-G090-S42-R150,no,linked_to_run_metric_id,artifacts/oof_GAP-E02-K5-G090-S42-R150.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
GAP-E02-K5-G090-S42-R200,oof_only,component_family:gap,GAP-E02-K5-G090-S42-R200,no,linked_to_run_metric_id,artifacts/oof_GAP-E02-K5-G090-S42-R200.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
GAP-E02-K5-G090-S42-R250,oof_only,component_family:gap,GAP-E02-K5-G090-S42-R250,no,linked_to_run_metric_id,artifacts/oof_GAP-E02-K5-G090-S42-R250.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
GAP-E02-K5-G090-S42-R300,oof_only,component_family:gap,GAP-E02-K5-G090-S42-R300,no,linked_to_run_metric_id,artifacts/oof_GAP-E02-K5-G090-S42-R300.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
GAP-E02-K5-G090-S42-R50,oof_only,component_family:gap,GAP-E02-K5-G090-S42-R50,no,linked_to_run_metric_id,artifacts/oof_GAP-E02-K5-G090-S42-R50.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
GAP-E02-K5-G090-S42-R75,oof_only,component_family:gap,GAP-E02-K5-G090-S42-R75,no,linked_to_run_metric_id,artifacts/oof_GAP-E02-K5-G090-S42-R75.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
GAP-E02-K5-G120-S42,oof_only,component_family:gap,GAP-E02-K5-G120-S42,no,linked_to_run_metric_id,artifacts/oof_GAP-E02-K5-G120-S42.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
GAP-E02-K5-G120-S42-R100,oof_only,component_family:gap,GAP-E02-K5-G120-S42-R100,no,linked_to_run_metric_id,artifacts/oof_GAP-E02-K5-G120-S42-R100.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
GAP-E02-K5-G120-S42-R150,oof_only,component_family:gap,GAP-E02-K5-G120-S42-R150,no,linked_to_run_metric_id,artifacts/oof_GAP-E02-K5-G120-S42-R150.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
GAP-E02-K5-G120-S42-R200,oof_only,component_family:gap,GAP-E02-K5-G120-S42-R200,no,linked_to_run_metric_id,artifacts/oof_GAP-E02-K5-G120-S42-R200.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
GAP-E02-K5-G120-S42-R250,oof_only,component_family:gap,GAP-E02-K5-G120-S42-R250,no,linked_to_run_metric_id,artifacts/oof_GAP-E02-K5-G120-S42-R250.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
GAP-E02-K5-G120-S42-R300,oof_only,component_family:gap,GAP-E02-K5-G120-S42-R300,no,linked_to_run_metric_id,artifacts/oof_GAP-E02-K5-G120-S42-R300.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
GAP-E02-K5-G120-S42-R50,oof_only,component_family:gap,GAP-E02-K5-G120-S42-R50,no,linked_to_run_metric_id,artifacts/oof_GAP-E02-K5-G120-S42-R50.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
GAP-E02-K5-G120-S42-R75,oof_only,component_family:gap,GAP-E02-K5-G120-S42-R75,no,linked_to_run_metric_id,artifacts/oof_GAP-E02-K5-G120-S42-R75.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
GAP-E03A-K11-G030-S42,oof_only,component_family:gap,GAP-E03A-K11-G030-S42,no,linked_to_run_metric_id,artifacts/oof_GAP-E03A-K11-G030-S42.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
GAP-E03A-K11-G030-S42-R100,oof_only,component_family:gap,GAP-E03A-K11-G030-S42-R100,no,linked_to_run_metric_id,artifacts/oof_GAP-E03A-K11-G030-S42-R100.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
GAP-E03A-K11-G030-S42-R150,oof_only,component_family:gap,GAP-E03A-K11-G030-S42-R150,no,linked_to_run_metric_id,artifacts/oof_GAP-E03A-K11-G030-S42-R150.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
GAP-E03A-K11-G030-S42-R200,oof_only,component_family:gap,GAP-E03A-K11-G030-S42-R200,no,linked_to_run_metric_id,artifacts/oof_GAP-E03A-K11-G030-S42-R200.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
GAP-E03A-K11-G030-S42-R250,oof_only,component_family:gap,GAP-E03A-K11-G030-S42-R250,no,linked_to_run_metric_id,artifacts/oof_GAP-E03A-K11-G030-S42-R250.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
GAP-E03A-K11-G030-S42-R300,oof_only,component_family:gap,GAP-E03A-K11-G030-S42-R300,no,linked_to_run_metric_id,artifacts/oof_GAP-E03A-K11-G030-S42-R300.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
GAP-E03A-K11-G030-S42-R50,oof_only,component_family:gap,GAP-E03A-K11-G030-S42-R50,no,linked_to_run_metric_id,artifacts/oof_GAP-E03A-K11-G030-S42-R50.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
GAP-E03A-K11-G030-S42-R75,oof_only,component_family:gap,GAP-E03A-K11-G030-S42-R75,no,linked_to_run_metric_id,artifacts/oof_GAP-E03A-K11-G030-S42-R75.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
GAP-E03A-K11-G060-S42,oof_only,component_family:gap,GAP-E03A-K11-G060-S42,no,linked_to_run_metric_id,artifacts/oof_GAP-E03A-K11-G060-S42.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
GAP-E03A-K11-G060-S42-R100,oof_only,component_family:gap,GAP-E03A-K11-G060-S42-R100,no,linked_to_run_metric_id,artifacts/oof_GAP-E03A-K11-G060-S42-R100.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
GAP-E03A-K11-G060-S42-R150,oof_only,component_family:gap,GAP-E03A-K11-G060-S42-R150,no,linked_to_run_metric_id,artifacts/oof_GAP-E03A-K11-G060-S42-R150.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
GAP-E03A-K11-G060-S42-R200,oof_only,component_family:gap,GAP-E03A-K11-G060-S42-R200,no,linked_to_run_metric_id,artifacts/oof_GAP-E03A-K11-G060-S42-R200.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
GAP-E03A-K11-G060-S42-R250,oof_only,component_family:gap,GAP-E03A-K11-G060-S42-R250,no,linked_to_run_metric_id,artifacts/oof_GAP-E03A-K11-G060-S42-R250.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
GAP-E03A-K11-G060-S42-R300,oof_only,component_family:gap,GAP-E03A-K11-G060-S42-R300,no,linked_to_run_metric_id,artifacts/oof_GAP-E03A-K11-G060-S42-R300.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
GAP-E03A-K11-G060-S42-R50,oof_only,component_family:gap,GAP-E03A-K11-G060-S42-R50,no,linked_to_run_metric_id,artifacts/oof_GAP-E03A-K11-G060-S42-R50.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
GAP-E03A-K11-G060-S42-R75,oof_only,component_family:gap,GAP-E03A-K11-G060-S42-R75,no,linked_to_run_metric_id,artifacts/oof_GAP-E03A-K11-G060-S42-R75.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
GAP-E03A-K11-G090-S42,oof_only,component_family:gap,GAP-E03A-K11-G090-S42,no,linked_to_run_metric_id,artifacts/oof_GAP-E03A-K11-G090-S42.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
GAP-E03A-K11-G090-S42-R100,oof_only,component_family:gap,GAP-E03A-K11-G090-S42-R100,no,linked_to_run_metric_id,artifacts/oof_GAP-E03A-K11-G090-S42-R100.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
GAP-E03A-K11-G090-S42-R150,oof_only,component_family:gap,GAP-E03A-K11-G090-S42-R150,no,linked_to_run_metric_id,artifacts/oof_GAP-E03A-K11-G090-S42-R150.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
GAP-E03A-K11-G090-S42-R200,oof_only,component_family:gap,GAP-E03A-K11-G090-S42-R200,no,linked_to_run_metric_id,artifacts/oof_GAP-E03A-K11-G090-S42-R200.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
GAP-E03A-K11-G090-S42-R250,oof_only,component_family:gap,GAP-E03A-K11-G090-S42-R250,no,linked_to_run_metric_id,artifacts/oof_GAP-E03A-K11-G090-S42-R250.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
